compound_id,compound_name_raw,compound_name_normalized,pubchem_cid,molecular_formula,molecular_weight,smiles,inchikey,iupac_name,xlogp,tpsa,dtxsid,dtxcid,logd55,logd74,ready_bio_deg,kegg_ids,kegg_names,kegg_pathways,chembl_ids
CMPD_9A65FB9CF8C9,Isoprunetin,isoprunetin,5748551,C16H12O5,284.26,COC1=CC(=CC2=C1C(=O)C(=CO2)C3=CC=C(C=C3)O)O,YSINCDVRUMTOPK-UHFFFAOYSA-N,7-hydroxy-3-(4-hydroxyphenyl)-5-methoxychromen-4-one,2.4,76,DTXSID00196598,DTXCID40119089,"2,1","1,87",0.0,,,,CHEMBL1479463
CMPD_9A75C9C514CB,forsythoside B,forsythoside b,23928102,C34H44O19,756.7,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO[C@H]4[C@@H]([C@](CO4)(CO)O)O)OCCC5=CC(=C(C=C5)O)O)O)O)O)O,JMBINOWGIHWPJI-UNSOMVRXSA-N,"[(2R,3R,4R,5R,6R)-2-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[2-(3,4-dihydroxyphenyl)ethoxy]-5-hydroxy-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",-1.7,304,DTXSID101317304,DTXCID301747123,"-0,24","-0,05",1.0,,,,CHEMBL5425072
CMPD_9A7B297C1BD4,τ-cadinol,τ cadinol,,,,,,,,,,,,,,,,,
CMPD_9A8817CAD32F,"5-O-caffeoylquinic acid ",5 o caffeoylquinic acid,,,,,,,,,,,,,,,,,
CMPD_9A96FF2A3E35,cissabinene hydrate,cissabinene hydrate,,,,,,,,,,,,,,,,,
CMPD_9AA1E052B685,Helioscopinin A,helioscopinin a,101416452,C36H46N3O10+,680.8,C[N+]1=CC2=CC(=C1)C(=O)NCCOC3=CC=C(C=C3)OCCOCCOC/C=C\COCCOCCOC4=CC=C(C=C4)OCCNC2=O,ZVOBSATVHYDZTQ-IHWYPQMZSA-O,"(29Z)-9-methyl-2,16,21,24,27,32,35,38-octaoxa-5,13-diaza-9-azoniatetracyclo[37.2.2.217,20.17,11]hexatetraconta-1(42),7(46),8,10,17,19,29,39(43),40,44-decaene-6,12-dione",2.5,136,,,,,,,,,
CMPD_9AA1E052B685,Helioscopinin A,helioscopinin a,12921575,C13H19N2O4P,298.27,CCN(C1=CC=CC=C1)C2=NP(=O)(C(O2)OC)OCC,XWNVFEOZTVOXGX-UHFFFAOYSA-N,"4-ethoxy-N-ethyl-5-methoxy-4-oxo-N-phenyl-5H-1,3,4lambda5-oxazaphosphol-2-amine",1.8,60.4,,,,,,,,,
CMPD_9AA1E052B685,Helioscopinin A,helioscopinin a, 132516471,,,,,,,,,,,,,,,,
CMPD_9AA1E052B685,Helioscopinin A,helioscopinin a,101185461,C27H24BrClN2O,507.8,COC1=CC=C(C=C1)N[C@@H](C2=CC=C(C=C2)Cl)[C@H](C3=CC=CC=C3)NC4=CC=C(C=C4)Br,GWYRPQOQQPDQSU-SVBPBHIXSA-N,"(1S,2S)-N-(4-bromophenyl)-2-(4-chlorophenyl)-N'-(4-methoxyphenyl)-1-phenylethane-1,2-diamine",7.9,33.3,,,,,,,,,
CMPD_9AA3350C7C5B,"1H,5H-pyrrolo[1′,2′:3,4]imidazo[1,5-a]pyridine","1h,5h pyrrolo[1′,2′:3,4]imidazo[1,5 a]pyridine",,,,,,,,,,,,,,,,,
CMPD_9AA790300514,"2, 6-dimethoxyphenol","2, 6 dimethoxyphenol",7041,C8H10O3,154.16,COC1=C(C(=CC=C1)OC)O,KLIDCXVFHGNTTM-UHFFFAOYSA-N,"2,6-dimethoxyphenol",1.1,38.7,DTXSID2052607,DTXCID0031180,"1,15","1,15",1.0,,,,
CMPD_9AAADC5FCDDD,"furostan-3,26-diyl dibenzoate","furostan 3,26 diyl dibenzoate",,,,,,,,,,,,,,,,,
CMPD_9AC4C352EE0C,dodecane,dodecane,,,,,,,,,,,,,,,,,
CMPD_9AE5D9763B8E,"1,5-epoxyxanthatin",1 5 epoxyxanthatin,101673905,C10H10N3O2S+,236.27,CN\1C(=CS/C1=N/[N+](=O)O)C2=CC=CC=C2,QBYUNSXJINZDIO-ZHACJKMWSA-N,"hydroxy-[(E)-(3-methyl-4-phenyl-1,3-thiazol-2-ylidene)amino]-oxoazanium",2.1,81.2,,,,,,,,,
CMPD_9AE655C0B8B6,sylvestrene,sylvestrene,12304570,C10H16,136.23,CC1=CCC[C@H](C1)C(=C)C,JWQKMEKSFPNAIB-SNVBAGLBSA-N,(5R)-1-methyl-5-prop-1-en-2-ylcyclohexene,3.4,0,,,,,,,,,
CMPD_9AF184AFCE5A,capillaceum var,capillaceum var,,,,,,,,,,,,,,,,,
CMPD_9AFBDEE8D89D,Tetracosanol,tetracosanol,10472,C24H50O,354.7,CCCCCCCCCCCCCCCCCCCCCCCCO,TYWMIZZBOVGFOV-UHFFFAOYSA-N,tetracosan-1-ol,11.6,20.2,DTXSID8027161,DTXCID107161,"7,46","9,08",1.0,,,,
CMPD_9B12DE1E0DAD,bisabololoxid A,bisabololoxid a,6431083,C32H66,450.9,CCCCCCCCCCCCCCCCCCCCC(C)CCCC(C)CCCCC,WZLMZCBBGZXFAP-UHFFFAOYSA-N,"6,10-dimethyltriacontane",17,0,,,,,,,,,
CMPD_9B1372FB232C,L-pinocarveol,l pinocarveol,1201530,C10H16O,152.23,CC1([C@H]2C[C@@H]1C(=C)[C@@H](C2)O)C,LCYXQUJDODZYIJ-DJLDLDEBSA-N,"(1S,3R,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptan-3-ol",1.8,20.2,DTXSID201314810,DTXCID101744735,"3,05","3,05",0.0,,,,
CMPD_9B144AEB786F,Friedelane-1-en-3-one,friedelane 1 en 3 one,10141649,C26H26F4N6,498.5,C1CCN(CC1)CCCNC2=NC=CC(=N2)C3=C4C=CC(=CN4N=C3C5=CC=C(C=C5)F)C(F)(F)F,RFVLOYRJSXYQRM-UHFFFAOYSA-N,"4-[2-(4-fluorophenyl)-6-(trifluoromethyl)pyrazolo[1,5-a]pyridin-3-yl]-N-(3-piperidin-1-ylpropyl)pyrimidin-2-amine",5.2,58.4,,,,,,,,,CHEMBL385 | CHEMBL387 | CHEMBL390 | CHEMBL396 | CHEMBL613977 | CHEMBL614056 | CHEMBL614610 | CHEMBL614913
CMPD_9B144AEB786F,Friedelane-1-en-3-one,friedelane 1 en 3 one,11384730,C30H48O,424.7,C[C@H]1C(=O)C=C[C@@H]2[C@@]1(CC[C@H]3[C@]2(CC[C@@]4([C@@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C)C)C)C)C,MBWGRAHRCWMYAX-SVRPQWSVSA-N,"(4R,4aS,6aS,6aS,6bR,8aR,12aR,14aR,14bS)-4,4a,6a,6b,8a,11,11,14a-octamethyl-5,6,6a,7,8,9,10,12,12a,13,14,14b-dodecahydro-4H-picen-3-one",9.8,17.1,,,,,,,,,CHEMBL385 | CHEMBL387 | CHEMBL390 | CHEMBL396 | CHEMBL613977 | CHEMBL614056 | CHEMBL614610 | CHEMBL614913
CMPD_9B2B40D89BD0,"1-cyclopentyl-3-[2,4-dimethylphenyl]propane","1 cyclopentyl 3 [2,4 dimethylphenyl]propane",545934,C48H97I,801.2,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCI,CJJRIMCQNGDXEG-UHFFFAOYSA-N,1-iodooctatetracontane,26.9,0,DTXSID60338018,DTXCID90289105,"8,86","8,86",0.0,,,,
CMPD_9B4B4216D9A8,Deoxyspergualin,deoxyspergualin,,,,,,,,,,,,,,,,,
CMPD_9B603616D5A2,Sandosaponin A,sandosaponin a,178247,C48H76O19,957.1,CC1(CC2C3=CCC4C5(CCC(C(C5CCC4(C3(CCC2(C(=O)C1)C)C)C)(C)CO)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C,JTXVTHCLTOUSSL-UHFFFAOYSA-N,"5-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-3,4-dihydroxy-6-[[4-(hydroxymethyl)-4,6a,6b,8a,11,11,14b-heptamethyl-9-oxo-2,3,4a,5,6,7,8,10,12,12a,14,14a-dodecahydro-1H-picen-3-yl]oxy]oxane-2-carboxylic acid",1.6,312,DTXSID60928938,DTXCID301357697,"-1,42","-0,31",0.0,,,,
CMPD_9B607B51870D,jaceosidin,jaceosidin,5379096,C17H14O7,330.29,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O)O,GLAAQZFBFGEBPS-UHFFFAOYSA-N,"5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-6-methoxychromen-4-one",1.7,105,DTXSID00171022,DTXCID9093513,"2,19","2,19",0.0,,,,CHEMBL487601
CMPD_9B607B51870D,jaceosidin,jaceosidin,5471614,C17H13NO3,279.29,C1=CC2=C(C(=C1)O)N/C(=C/C=C\3/C=CC(=O)C(=C3)O)/C=C2,DLLQTTYDUXAHGU-COKUFYHRSA-N,"(4Z)-2-hydroxy-4-[(2E)-2-(8-hydroxy-1H-quinolin-2-ylidene)ethylidene]cyclohexa-2,5-dien-1-one",3,69.6,DTXSID00171022,DTXCID9093513,"2,19","2,19",0.0,,,,CHEMBL487601
CMPD_9B80DC6160C8,Apigenin-7-O-?-D-glucuronopyranoside methyl ester,apigenin 7 o ? d glucuronopyranoside methyl ester,,,,,,,,,,,,,,,,,
CMPD_9B8F1215E568,isoborneol,isoborneol,6321405,C10H18O,154.25,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2O,DTGKSKDOIYIVQL-MRTMQBJTSA-N,"(1R,2R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",2.7,20.2,DTXSID2042060,DTXCID0022060,"3,11","3,11",0.0,,,,
CMPD_9B9264671AA4,??terpinene,??terpinene,,,,,,,,,,,,,,,,,
CMPD_9B94BC60F94E,dihydropseudoivalin-4-O-β-D-glucopyranoside,dihydropseudoivalin 4 o β d glucopyranoside,,,,,,,,,,,,,,,,,
CMPD_9BA78D8B5D89,5-heptadecylresorcinol,5 heptadecylresorcinol,181700,C23H40O2,348.6,CCCCCCCCCCCCCCCCCC1=CC(=CC(=C1)O)O,BBGNINPPDHJETF-UHFFFAOYSA-N,"5-heptadecylbenzene-1,3-diol",10.1,40.5,DTXSID50920522,DTXCID101349434,"8,37","8,37",0.0,,,,CHEMBL497530
CMPD_9BC16A0D5AEA,isovaltrate,isovaltrate,92275,C22H30O8,422.5,CC(C)CC(=O)OCC1=CO[C@H]([C@H]2C1=C[C@@H]([C@]23CO3)OC(=O)C)OC(=O)CC(C)C,XLACUABANMZLCJ-KVJIRVJXSA-N,"[(1S,6S,7R,7aS)-6-acetyloxy-1-(3-methylbutanoyloxy)spiro[6,7a-dihydro-1H-cyclopenta[c]pyran-7,2'-oxirane]-4-yl]methyl 3-methylbutanoate",1.8,101,DTXSID80185026,DTXCID90107517,"3,61","3,61",1.0,,,,
CMPD_9BE25EA0C92E,Eucalyptin,eucalyptin,119253,C17H24O9,372.4,C1C=C([C@@H]2[C@H]1C(=CC[C@H]2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)O)CO,YFCXMJVUPXSOTN-DKEMCPSXSA-N,"(3aS,7R,7aS)-1-(hydroxymethyl)-7-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3a,6,7,7a-tetrahydro-3H-indene-4-carboxylic acid",-2.2,157,,,,,,,,,
CMPD_9BEE14FC4E01,10-deacetylbaccatin III,10 deacetylbaccatin iii,154272,C29H36O10,544.6,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)O,YWLXLRUDGLRYDR-ZHPRIASZSA-N,"[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4-acetyloxy-1,9,12,15-tetrahydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",0.6,160,DTXSID80865659,DTXCID201506370,"0,18","-1,46",0.0,C11700,10-Deacetylbaccatin III,map00904  Diterpenoid biosynthesis,CHEMBL393912
CMPD_9BF40C26E9AF,alatusinine,alatusinine,,,,,,,,,,,,,,,,,
CMPD_9C082E03E139,Ononin,ononin,442813,C22H22O9,430.4,COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,MGJLSBDCWOSMHL-MIUGBVLSSA-N,"3-(4-methoxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",1,135,DTXSID70964089,DTXCID501391801,"0,89","-0,38",0.0,,,,CHEMBL465980
CMPD_9C0DD9583A00,3-dodecyl-3-nonyldocosan-1-ol,3 dodecyl 3 nonyldocosan 1 ol,91389454,C43H88O,621.2,CCCCCCCCCCCCCCCCCCCC(CCCCCCCCC)(CCCCCCCCCCCC)CCO,GFRJSSDYKJQYEW-UHFFFAOYSA-N,3-dodecyl-3-nonyldocosan-1-ol,21.7,20.2,,,,,,,,,
CMPD_9C25F5299E0A,"3H-pyrrolo[3,2-f]quinoline","3h pyrrolo[3,2 f]quinoline",906143,C11H8N2,168.19,C1=CC2=C(C=CC3=C2C=CN3)N=C1,ARQREKCNWFIYIU-UHFFFAOYSA-N,"3H-pyrrolo[3,2-f]quinoline",2.3,28.7,DTXSID60358630,DTXCID40309685,"0,25","2,07",0.0,,,,
CMPD_9C324356805D,Kaempferol 3-O-rutinoside,kaempferol 3 o rutinoside,5282111,C26H31NO4,421.5,CC[C@@H](C)C[C@@H](C)/C=C(\C)/C=C/C=C/C(=O)C1=C(C(=CN=C1O)C2=CC=C(C=C2)O)O,GBZJQQUISHXMFL-YNFQZBBQSA-N,"(2E,4E,6E,8R,10R)-1-[2,4-dihydroxy-5-(4-hydroxyphenyl)-3-pyridinyl]-6,8,10-trimethyldodeca-2,4,6-trien-1-one",7.4,90.7,,,,,,,,,CHEMBL1929 | CHEMBL1973 | CHEMBL3623 | CHEMBL392 | CHEMBL476496 | CHEMBL498879 | CHEMBL613516 | CHEMBL614072 | CHEMBL614139 | CHEMBL614917 | CHEMBL614925
CMPD_9C324356805D,Kaempferol 3-O-rutinoside,kaempferol 3 o rutinoside,5318530,C25H31NO10,505.5,COC1=C(C=CC(=C1)CCNC(=O)/C=C/C2=CC(=C(C=C2)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)OC)O,UYSRWDYTMGBBHP-IWAVKSQDSA-N,"(E)-N-[2-(4-hydroxy-3-methoxyphenyl)ethyl]-3-[3-methoxy-4-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-enamide",0.2,167,,,,,,,,,CHEMBL1929 | CHEMBL1973 | CHEMBL3623 | CHEMBL392 | CHEMBL476496 | CHEMBL498879 | CHEMBL613516 | CHEMBL614072 | CHEMBL614139 | CHEMBL614917 | CHEMBL614925
CMPD_9C3629F08805,Iriflophenone-2-O-?-glucoside,iriflophenone 2 o ? glucoside,11403061,C15H19N3O2,273.33,C1CCN(CC1)CCN2C=CC3=C2C=CC(=C3)[N+](=O)[O-],BJUHJGUCRDUANM-UHFFFAOYSA-N,5-nitro-1-(2-piperidin-1-ylethyl)indole,2.6,54,,,,,,,,,
CMPD_9C4031A87354,"cis,beta-terpineol","cis,beta terpineol",5364488,C11H22,154.29,CCCCC/C=C\CCCC,NGCRXXLKJAAUQQ-LUAWRHEFSA-N,(Z)-undec-5-ene,5.2,0,DTXSID60874002,DTXCID301012158,"5,59","5,59",1.0,,,,
CMPD_9C4F316E800D,Bombamalones B,bombamalones b,,,,,,,,,,,,,,,,,
CMPD_9C6D08D76E42,"galetin 3,6dimethyl ether","galetin 3,6dimethyl ether",,,,,,,,,,,,,,,,,
CMPD_9C765AECA71C,desglucouzarin,desglucouzarin,321971,C29H44O9,536.7,CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=CC(=O)OC5)O)C)OC6C(C(C(C(O6)CO)O)O)O,CMHWMOGWFZWDMR-UHFFFAOYSA-N,"3-[14-hydroxy-10,13-dimethyl-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",1.6,146,DTXSID00313788,DTXCID90264912,"0,33","0,87",0.0,,,,
CMPD_9C7F472A7BA7,trehalose,trehalose,7427,C12H22O11,342.3,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O,HDTRYLNUVZCQOY-LIZSDCNHSA-N,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-3,4,5-triol",-4.2,190,DTXSID3048102,DTXCID1028073,"-3,34","-3,32",1.0,,,,
CMPD_9CA23BCA06D0,niloticol,niloticol,100412,C17H20N2O3,300.35,CC(C)(C)C1CC(=C2COC(=O)C2=O)NN1C3=CC=CC=C3,LRYGUBDFHLPFSH-UHFFFAOYSA-N,"4-(5-tert-butyl-1-phenylpyrazolidin-3-ylidene)oxolane-2,3-dione",3.7,58.6,,,,,,,,,
CMPD_9CA3CFC118AB,Tannic acid,tannic acid,16135415,C102H172N36O32S7,2639.2,C[C@H]1C(=O)N[C@H](C(=O)N[C@H]2CSSC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N1)CCCCN)CCCCN)N)C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N3)CO)[C@@H](C)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)CO)CCCNC(=N)N)CC(C)C)CCSC)CC4=CC=C(C=C4)O)CC(=O)O)C(=O)N)CCCCN)CO)CCCNC(=N)N)CCCCN,BPKIMPVREBSLAJ-QTBYCLKRSA-N,"2-[(1R,4S,7S,13S,16R,21R,24S,27S,30S,33S,36S,39S,42R,45S,48S,54S,60S,63R,68R,71S,77S)-63-amino-13,45,54,60-tetrakis(4-aminobutyl)-4,36-bis(3-carbamimidamidopropyl)-16-carbamoyl-71-[(1R)-1-hydroxyethyl]-7,39,77-tris(hydroxymethyl)-27-[(4-hydroxyphenyl)methyl]-48-methyl-33-(2-methylpropyl)-30-(2-methylsulfanylethyl)-2,5,8,11,14,23,26,29,32,35,38,41,44,47,50,53,56,59,62,69,72,75,78,85-tetracosaoxo-18,19,65,66,81,82-hexathia-3,6,9,12,15,22,25,28,31,34,37,40,43,46,49,52,55,58,61,70,73,76,79,84-tetracosazatricyclo[40.37.4.221,68]pentaoctacontan-24-yl]acetic acid",-14,1310,DTXSID60883174,Y,,,,,,,CHEMBL4478
CMPD_9CA3CFC118AB,Tannic acid,tannic acid,16129778,C76H52O46,1701.2,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,LRBQNJMCXXYXIU-PPKXGCFTSA-N,"[2,3-dihydroxy-5-[[(2R,3R,4S,5R,6S)-3,4,5,6-tetrakis[[3,4-dihydroxy-5-(3,4,5-trihydroxybenzoyl)oxybenzoyl]oxy]oxan-2-yl]methoxycarbonyl]phenyl] 3,4,5-trihydroxybenzoate",6.2,778,DTXSID60883174,Y,,,,,,,CHEMBL4478
CMPD_9CA3CFC118AB,Tannic acid,tannic acid,16129778,C76H52O46,1701.2,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,LRBQNJMCXXYXIU-PPKXGCFTSA-N,"[2,3-dihydroxy-5-[[(2R,3R,4S,5R,6S)-3,4,5,6-tetrakis[[3,4-dihydroxy-5-(3,4,5-trihydroxybenzoyl)oxybenzoyl]oxy]oxan-2-yl]methoxycarbonyl]phenyl] 3,4,5-trihydroxybenzoate",6.2,778,DTXSID00892987,DTXCID106076,"0,53","0,65",0.0,,,,CHEMBL4478
CMPD_9CA3CFC118AB,Tannic acid,tannic acid,16135415,C102H172N36O32S7,2639.2,C[C@H]1C(=O)N[C@H](C(=O)N[C@H]2CSSC[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N1)CCCCN)CCCCN)N)C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N3)CO)[C@@H](C)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)CO)CCCNC(=N)N)CC(C)C)CCSC)CC4=CC=C(C=C4)O)CC(=O)O)C(=O)N)CCCCN)CO)CCCNC(=N)N)CCCCN,BPKIMPVREBSLAJ-QTBYCLKRSA-N,"2-[(1R,4S,7S,13S,16R,21R,24S,27S,30S,33S,36S,39S,42R,45S,48S,54S,60S,63R,68R,71S,77S)-63-amino-13,45,54,60-tetrakis(4-aminobutyl)-4,36-bis(3-carbamimidamidopropyl)-16-carbamoyl-71-[(1R)-1-hydroxyethyl]-7,39,77-tris(hydroxymethyl)-27-[(4-hydroxyphenyl)methyl]-48-methyl-33-(2-methylpropyl)-30-(2-methylsulfanylethyl)-2,5,8,11,14,23,26,29,32,35,38,41,44,47,50,53,56,59,62,69,72,75,78,85-tetracosaoxo-18,19,65,66,81,82-hexathia-3,6,9,12,15,22,25,28,31,34,37,40,43,46,49,52,55,58,61,70,73,76,79,84-tetracosazatricyclo[40.37.4.221,68]pentaoctacontan-24-yl]acetic acid",-14,1310,DTXSID00892987,DTXCID106076,"0,53","0,65",0.0,,,,CHEMBL4478
CMPD_9CA7B66E60CC,α-asarone,α asarone,,,,,,,,,,,,,,,,,
CMPD_9CBDF9E59B14,Caffeoyl-6-oleside,caffeoyl 6 oleside,,,,,,,,,,,,,,,,,
CMPD_9CBE4C3024B8,daphnodorin B,daphnodorin b,72427,C30H22O10,542.5,C1[C@@H]([C@H](OC2=C1C(=CC3=C2C(=C(O3)C4=CC=C(C=C4)O)C(=O)C5=C(C=C(C=C5O)O)O)O)C6=CC=C(C=C6)O)O,JBNFGJOTOPTIDE-RBISFHTESA-N,"[(2R,3S)-3,5-dihydroxy-2,8-bis(4-hydroxyphenyl)-3,4-dihydro-2H-furo[2,3-h]chromen-9-yl]-(2,4,6-trihydroxyphenyl)methanone",4.7,181,DTXSID50241941,DTXCID80164432,"3,36","3,35",0.0,,,,
CMPD_9CC2C0FF3575,"8,9-didehydro-7-hydroxy-dolichodial","8,9 didehydro 7 hydroxy dolichodial",3062370,C10H12O3,180.2,CC1=C([C@H](C[C@@H]1O)C(=C)C=O)C=O,HPPDWCXQOXACSB-SCZZXKLOSA-N,"(3S,5R)-3-hydroxy-2-methyl-5-(3-oxoprop-1-en-2-yl)cyclopentene-1-carbaldehyde",-0.4,54.4,DTXSID20243290,,,,,,,,
CMPD_9CC8FF928BAB,hinesol 3,hinesol 3,,,,,,,,,,,,,,,,,
CMPD_9CCAD47A3C55,Intermedine,intermedine,114843,C15H25NO5,299.36,C[C@H]([C@@](C(C)C)(C(=O)OCC1=CCN2[C@H]1[C@@H](CC2)O)O)O,SFVVQRJOGUKCEG-OPQSFPLASA-N,"[(7R,8R)-7-hydroxy-5,6,7,8-tetrahydro-3H-pyrrolizin-1-yl]methyl (2S)-2-hydroxy-2-[(1R)-1-hydroxyethyl]-3-methylbutanoate",-0.4,90.2,DTXSID001020073,DTXCID101477916,"-5,39","-3,49",1.0,,,,
CMPD_9CD590B607FE,Pectin,pectin,441476,C6H10O7,194.14,[C@@H]1([C@H]([C@H](O[C@H]([C@@H]1O)O)C(=O)O)O)O,AEMOLEFTQBMNLQ-DTEWXJGMSA-N,"(2S,3R,4S,5R,6R)-3,4,5,6-tetrahydroxyoxane-2-carboxylic acid",-2.3,127,,,,,,,,,
CMPD_9CD82DBA272B,Quinolizidine,quinolizidine,119036,C9H17N,139.24,C1CCN2CCCCC2C1,LJPZHJUSICYOIX-UHFFFAOYSA-N,"2,3,4,6,7,8,9,9a-octahydro-1H-quinolizine",2,3.2,DTXSID90964203,DTXCID601391909,"-3,39","-1,49",0.0,,,,
CMPD_9CDA55BCC70E,Vanillic acid,vanillic acid,,,,,,,,,,,,,,,,,CHEMBL120568
CMPD_9CDB2F5D7EDE,(E)-2(3)- and (Z)-2(3)-tagetenone epoxide,(e) 2(3) and (z) 2(3) tagetenone epoxide,,,,,,,,,,,,,,,,,
CMPD_9CE94CFA217D,guyonianin A,guyonianin a,131752174,C36H36O17,740.7,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)OC(=O)/C=C/C6=CC(=C(C=C6)O)O)O)O)O)O)O)O)O,VFFCBWDFYBEZAX-YCRREMRBSA-N,"[4-[5-hydroxy-4-oxo-7-[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-2-yl]oxychromen-2-yl]phenyl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",0.7,272,,,,,,,,,
CMPD_9CF8E1276F63,"5,6,2?-trimethoxyflavone",5 6 2? trimethoxyflavone,688802,C18H16O5,312.3,COC1=CC2=C(C=C1)OC(=CC2=O)C3=C(C=C(C=C3)OC)OC,WUWFDVDASNSUKP-UHFFFAOYSA-N,"2-(2,4-dimethoxyphenyl)-6-methoxychromen-4-one",3.1,54,DTXSID80350974,,,,,,,,
