compound_id,compound_name_raw,compound_name_normalized,pubchem_cid,molecular_formula,molecular_weight,smiles,inchikey,iupac_name,xlogp,tpsa,dtxsid,dtxcid,logd55,logd74,ready_bio_deg,kegg_ids,kegg_names,kegg_pathways,chembl_ids
CMPD_0000477491EB,feruloyl tyramine,feruloyl tyramine,,,,,,,,,,,,,,,,,
CMPD_0014FAD81DFD,oenin,oenin,,,,,,,,,,,,,,,,,
CMPD_0016CCD8E311,scabiostellatoside B,scabiostellatoside b,12921515,C22H25Br2O4P,544.2,CC(COP(=O)(C(O)/C(=C/C1=CC=CC=C1)/Br)C(O)/C(=C/C2=CC=CC=C2)/Br)C,CQUKVMFTKCKYIR-AXPXABNXSA-N,(Z)-2-bromo-1-[[(Z)-2-bromo-1-hydroxy-3-phenylprop-2-enyl]-(2-methylpropoxy)phosphoryl]-3-phenylprop-2-en-1-ol,4.9,66.8,,,,,,,,,
CMPD_00242CA438FA,11-keto-β-boswellic acid,11 keto β boswellic acid,,,,,,,,,,,,,,,,,
CMPD_002B15F423F6,"16-epoxy-9-hydroxy-labda-13(16),14-diene","16 epoxy 9 hydroxy labda 13(16),14 diene",10115040,C20H23NO7S2,453.5,C1COCCC1(C(=O)NO)S(=O)(=O)C2=CC=C(C=C2)OCCCC(=O)C3=CC=CS3,RMFWQBGAGAXCQC-UHFFFAOYSA-N,N-hydroxy-4-[4-(4-oxo-4-thiophen-2-ylbutoxy)phenyl]sulfonyloxane-4-carboxamide,1.9,156,,,,,,,,,
CMPD_003C4FB43316,1-[1-Methyl-1-(-cyclohex-3-enyl)-ethyl]-1H-pyrrole,1 [1 methyl 1 ( cyclohex 3 enyl) ethyl] 1h pyrrole,,,,,,,,,,,,,,,,,
CMPD_003C927A722F,alloeudesmenol,alloeudesmenol,,,,,,,,,,,,,,,,,
CMPD_003F6EA7728C,4-O-CQA,4 o cqa,9798666,C16H18O9,354.31,C1[C@H](C([C@@H](CC1(C(=O)O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O,GYFFKZTYYAFCTR-AVXJPILUSA-N,"trans-(3R,5R)-4-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-1,3,5-trihydroxycyclohexane-1-carboxylic acid",-0.4,165,DTXSID001372321,DTXCID701850481,,,,,,,
CMPD_004AC0A6CBCF,matairesinol,matairesinol,119205,C20H22O6,358.4,COC1=C(C=CC(=C1)C[C@H]2COC(=O)[C@@H]2CC3=CC(=C(C=C3)O)OC)O,MATGKVZWFZHCLI-LSDHHAIUSA-N,"(3R,4R)-3,4-bis[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one",3.3,85.2,DTXSID40920490,DTXCID301349397,"1,87","1,85",0.0,,,,CHEMBL425148
CMPD_005856946616,Zn,zn,23994,Zn,65.4,[Zn],HCHKCACWOHOZIP-UHFFFAOYSA-N,zinc,,0,DTXSID7035012,DTXCID004384,,,,,,,
CMPD_0066C3AC0318,Roburins D,roburins d,10091881,C19H22ClN3O4,391.8,COC1=C(C=C(C=C1)CCNC(=O)CNC2=C(C=CC(=C2)Cl)C(=O)N)OC,HIFIMKOUMQSRKJ-UHFFFAOYSA-N,"4-chloro-2-[[2-[2-(3,4-dimethoxyphenyl)ethylamino]-2-oxoethyl]amino]benzamide",3.2,103,,,,,,,,,
CMPD_0066C3AC0318,Roburins D,roburins d,101998420,C82H50O51,1851.2,C1[C@@H]2[C@H]([C@H]3[C@@H]4[C@H](C5=C(C(=C(C(=C5C(=O)O4)C6=C(C(=C(C(=C6C(=O)O3)C7=C(C(=C(C=C7C(=O)O2)O)O)O)O)O)O)O)O)O)C8=C(C(=C(C9=C8C(=O)OC[C@@H]2[C@H]([C@H]3[C@@H]4[C@H](C5=C(C(=C(C(=C5C(=O)O4)C4=C(C(=C(C(=C4C(=O)O3)C3=C(C(=C(C=C3C(=O)O2)O)O)O)O)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C29)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O,QTCMAUFCWPWEDU-XAOVTHGKSA-N,"(1R,2R,20R,42S,46S)-7,8,9,12,13,14,25,26,27,30,31,32,35,36,37,46-hexadecahydroxy-15-[(1R,2R,20R,42S,46S)-7,8,9,12,13,14,25,26,27,30,31,32,35,36,37-pentadecahydroxy-4,17,22,40,44-pentaoxo-3,18,21,41,43-pentaoxanonacyclo[27.13.3.138,42.02,20.05,10.011,16.023,28.033,45.034,39]hexatetraconta-5,7,9,11,13,15,23,25,27,29(45),30,32,34(39),35,37-pentadecaen-46-yl]-3,18,21,41,43-pentaoxanonacyclo[27.13.3.138,42.02,20.05,10.011,16.023,28.033,45.034,39]hexatetraconta-5,7,9,11(16),12,14,23,25,27,29(45),30,32,34(39),35,37-pentadecaene-4,17,22,40,44-pentone",2.5,890,,,,,,,,,
CMPD_00763E24CFF9,p-Cymen-7-ol,p cymen 7 ol,125203,C5H14N3O7PS,291.22,C(C[C@H](C(=O)O)N)CNP(=O)(O)OS(=O)(=O)N,LNALGAKWYMMOEZ-SCSAIBSYSA-N,(2R)-2-amino-5-[[hydroxy(sulfamoyloxy)phosphoryl]amino]pentanoic acid,-5.3,190,DTXSID60983986,,,,,,,,
CMPD_0077FA216F22,α-guaiene,α guaiene,643107,C7H10O2,126.15,CC(=O)[C@@H]1CCCC1=O,OSWDNIFICGLKEE-LURJTMIESA-N,(2S)-2-acetylcyclopentan-1-one,0.3,34.1,,,,,,,,,
CMPD_007823A683D6,dihydrovallesiachotamine,dihydrovallesiachotamine,5365002,C21H24N2O3,352.4,C/C=C(\CO)/C1CC2C3=C(CCN2C=C1C(=O)OC)C4=CC=CC=C4N3,FRUFGLJBMBUARK-QLKAYGNNSA-N,"methyl 2-[(Z)-1-hydroxybut-2-en-2-yl]-1,2,6,7,12,12b-hexahydroindolo[2,3-a]quinolizine-3-carboxylate",2.8,65.6,,,,,,,,,
CMPD_0082A72AAC73,Stemmin C,stemmin c,11451554,C21H25NO5,371.4,CC(=O)NC/C(=C/C1=CC(=C(C(=C1)OC)OC)OC)/C2=CC=C(C=C2)OC,OAZLNZIFFMSGET-YVLHZVERSA-N,"N-[(E)-2-(4-methoxyphenyl)-3-(3,4,5-trimethoxyphenyl)prop-2-enyl]acetamide",3.4,66,,,,,,,,,
CMPD_0083E66DBD00,withaferin A,withaferin a,,,,,,,,,,,,,,,,,CHEMBL517080
CMPD_00860CF7BA25,3- o -rutinoside,3 o rutinoside,,,,,,,,,,,,,,,,,
CMPD_008CB9E826B0,Mesembrenol,mesembrenol,5318605,C18H18O5,314.3,COC1=CC2=C(CC(=CO2)C3=C(C(=C(C=C3)OC)OC)O)C=C1,POUQOQOXMNNBBR-UHFFFAOYSA-N,"2,3-dimethoxy-6-(7-methoxy-4H-chromen-3-yl)phenol",3.1,57.2,,,,,,,,,
CMPD_009790AD2BA2,kaempferol-3-beta-D-glucopyranosyl,kaempferol 3 beta d glucopyranosyl,,,,,,,,,,,,,,,,,
CMPD_009814501ACC,Rhamnose,rhamnose,25310,C6H12O5,164.16,C[C@H]1[C@@H]([C@H]([C@H](C(O1)O)O)O)O,SHZGCJCMOBCMKK-JFNONXLTSA-N,"(3R,4R,5R,6S)-6-methyloxane-2,3,4,5-tetrol",-2.1,90.2,DTXSID801019197,DTXCID501477194,"-2,53","-4,28",1.0,,,,CHEMBL5308434
CMPD_00984F777B3D,dillenetin,dillenetin,5487855,C17H14O7,330.29,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)OC,MHALJYZRPGYQSI-UHFFFAOYSA-N,"2-(3,4-dimethoxyphenyl)-3,5,7-trihydroxychromen-4-one",2.2,105,DTXSID80186715,DTXCID20109206,"1,83","0,36",0.0,,,,
CMPD_009AD39057EA,trans-caryophyllene oxide,trans caryophyllene oxide,1742210,C15H24O,220.35,C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2,NVEQFIOZRFFVFW-RGCMKSIDSA-N,"(1R,4R,6R,10S)-4,12,12-trimethyl-9-methylidene-5-oxatricyclo[8.2.0.04,6]dodecane",3.6,12.5,DTXSID4051586,DTXCID8030138,"5,09","5,09",0.0,,,,
CMPD_009AD39057EA,trans-caryophyllene oxide,trans caryophyllene oxide,1742247,C31H47NO4,497.7,C[C@H]1CC[C@]2([C@@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@H](C6)OC(=O)C)C)C)C)N(C1)C(=O)C,CUIHFVBXGFUGAP-HUDFLXMHSA-N,"[(1S,2S,4S,5'S,6S,7R,8R,9S,12S,13R,16R)-1'-acetyl-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-piperidine]-16-yl] acetate",5.9,55.8,DTXSID4051586,DTXCID8030138,"5,09","5,09",0.0,,,,
CMPD_00A8A5C3F7BA,2S-2-hydroxybutanedioic acid,2s 2 hydroxybutanedioic acid,525,C4H6O5,134.09,C(C(C(=O)O)O)C(=O)O,BJEPYKJPYRNKOW-UHFFFAOYSA-N,2-hydroxybutanedioic acid,-1.3,94.8,DTXSID0027640,DTXCID107640,"-4,15","-6,05",1.0,,,,
CMPD_00A9D6FD1F2B,Amyle isobutyrate,amyle isobutyrate,,,,,,,,,,,,,,,,,
CMPD_00B09933146F,euphelionolides M,euphelionolides m,131752125,C18H24N2O11S2,508.5,COC1=CC=CC2=C1C(=CN2OC)C/C(=N\OS(=O)(=O)O)/SC3C(C(C(C(O3)CO)O)O)O,OTCXWQPXFQXGTP-CPNJWEJPSA-N,"[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1E)-2-(1,4-dimethoxyindol-3-yl)-N-sulfooxyethanimidothioate",0.2,223,,,,,,,,,
CMPD_00B766BCA9A2,maesasaponin III,maesasaponin iii,163105813,C61H96O28,1277.4,C/C=C(/C)\C(=O)O[C@H]1[C@@H]([C@]23[C@@H](C[C@]4([C@@]5(CC[C@@H]6[C@@]([C@H]5CC[C@@]4([C@@H]2CC1(C)C)O[C@@H]3O)(CC[C@@H](C6(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)O)O)O)O)O[C@@H]1C[C@@H]([C@@H]([C@@H]([C@@H]1O)O)O)CO)C)C)C)O)OC(=O)C,RHZMITVCFZXLDN-DPEDUERASA-N,"(2S,3S,4S,5R,6R)-6-[[(1R,2R,4S,5R,8R,10S,13R,14R,17S,18R,21R,22R,23S)-22-acetyloxy-2,23-dihydroxy-4,5,9,9,13,20,20-heptamethyl-21-[(Z)-2-methylbut-2-enoyl]oxy-24-oxahexacyclo[15.5.2.01,18.04,17.05,14.08,13]tetracosan-10-yl]oxy]-4-[(2S,3R,4S,5R,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3R,4R,5R,6R)-3,4,5,6-tetrahydroxyoxan-2-yl]oxyoxan-2-yl]oxy-3-hydroxy-5-[(1R,2S,3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)cyclohexyl]oxyoxane-2-carboxylic acid",0.4,447,,,,,,,,,
CMPD_00ED0262489C,Perillaldehyde,perillaldehyde,,,,,,,,,,,,,,,,,CHEMBL469537
CMPD_00EF35B419A3,ligstral,ligstral,104278,C18H18N3O3PS,387.4,C1=CC(=CC=C1N)OP(=S)(OC2=CC=C(C=C2)N)OC3=CC=C(C=C3)N,MBUAAMOJATXYKR-UHFFFAOYSA-N,4-bis(4-aminophenoxy)phosphinothioyloxyaniline,4.6,138,DTXSID70967095,DTXCID501394700,"4,13","4,18",0.0,,,,
CMPD_00FCF576C594,delsemine A,delsemine a,45598211,C37H53N3O10,699.8,CCN1CC2(CC[C@H](C34[C@H]1C([C@H](C23)OC)([C@]5(CC([C@H]6CC4C5[C@H]6OC)OC)O)O)OC)COC(=O)C7=CC=CC=C7NC(=O)C(C)CC(=O)N,NXAZXMKMGPWXII-IGHBFZKASA-N,"[(4S,5R,8R,10S,16R,18S)-11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-13-yl]methyl 2-[(4-amino-2-methyl-4-oxobutanoyl)amino]benzoate",0.7,179,,,,,,,,,
CMPD_01042129FEEA,"1-(4-isopropylbenzyl)-1,3-dihydro-2H-benzo(d)imidazol-2-one","1 (4 isopropylbenzyl) 1,3 dihydro 2h benzo(d)imidazol 2 one",101297594,C23H28N4,360.5,CN1CC[C@]2([C@H]1NC3=CC=CC=C32)[C@]45CCN([C@H]4N(C6=CC=CC=C56)C)C,GSQUXSFTXJRLQJ-MLCQCVOFSA-N,"(3aS,8bR)-8b-[(3aS,8bR)-3-methyl-1,2,3a,4-tetrahydropyrrolo[2,3-b]indol-8b-yl]-3,4-dimethyl-2,3a-dihydro-1H-pyrrolo[2,3-b]indole",4.1,21.8,,,,,,,,,
CMPD_0106EBCC0D30,apigenin 4-6-methylglucuronide,apigenin 4 6 methylglucuronide,,,,,,,,,,,,,,,,,
CMPD_010B0359D8F8,dihydrosanguinarine,dihydrosanguinarine,,,,,,,,,,,,,,,,,CHEMBL465678
CMPD_011B223AD50D,capro aldehyde,capro aldehyde,,,,,,,,,,,,,,,,,
CMPD_0126D3C86787,tri-galloylquinic acid,tri galloylquinic acid,127406,C28H24O18,648.5,C1[C@H](C([C@@H](CC1(C(=O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,PEOHIPMSHPWYAQ-IOALSNHGSA-N,"trans-(3R,5R)-1-hydroxy-3,4,5-tris[(3,4,5-trihydroxybenzoyl)oxy]cyclohexane-1-carboxylic acid",1.1,319,,,,,,,,,
CMPD_012BC44AE439,nilotinin D4,nilotinin d4,12921525,C12H26NO4PS,311.38,CC(C)OP(=O)(OC(C)C)SCCN1CCOCC1,HQAZKWJOEAPXCL-UHFFFAOYSA-N,4-[2-di(propan-2-yloxy)phosphorylsulfanylethyl]morpholine,1.2,73.3,,,,,,,,,
CMPD_0149B5E6E5D9,Alaternosides C,alaternosides c,12921511,C8H19NaO7P2,312.17,CC(C)OP(=O)(C(O)P(=O)([O-])OC)OC(C)C.[Na+],,,,,,,,,,,,,
CMPD_0151C4078372,euphelionolides B,euphelionolides b,131752114,C79H124O42,1745.8,CC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)CO)O)O)O)OC4CCC5(C(C4(C)C=O)CCC6(C5CC=C7C6(CC(C8(C7CC(CC8)(C)C)C(=O)OC9C(C(C(C(O9)C)OC(=O)C)OC1C(C(C(C(O1)C)O)O)O)OC1C(C(C(C(O1)C)OC1C(C(C(CO1)O)O)O)OC1C(C(C(C(O1)CO)O)O)O)O)O)C)C)C)C(=O)O)O)O)O)O,FPKFGFGFNVQYEC-UHFFFAOYSA-N,"6-[[8a-[5-acetyloxy-3-[3-hydroxy-6-methyl-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxy-6-methyl-4-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxycarbonyl-4-formyl-8-hydroxy-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3-hydroxy-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxane-2-carboxylic acid",-4.6,650,,,,,,,,,
CMPD_01599A2A2C0E,Coniferyl alcohol 4-O-sulphate,coniferyl alcohol 4 o sulphate,129845814,C10H12O6S,260.27,COC1=C(C=CC(=C1)/C=C/CO)OS(=O)(=O)O,SBVOSPMCWCNFBJ-NSCUHMNNSA-N,[4-[(E)-3-hydroxyprop-1-enyl]-2-methoxyphenyl] hydrogen sulfate,0.7,101,,,,,,,,,
CMPD_015B37BF1C8E,Soyaserebroside I,soyaserebroside i,10967759,C7H5IN2O2,276.03,CO/C(=C\1/C=CC(=C1[N+]#N)I)/[O-],LZYDXHJJEOXVNG-DAXSKMNVSA-N,"(Z)-(2-diazonio-3-iodocyclopenta-2,4-dien-1-ylidene)-methoxymethanolate",2.7,60.4,,,,,,,,,
CMPD_015B9202D9E6,o-coumaroylquinic acid,o coumaroylquinic acid,6441280,C16H18O8,338.31,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC=C(C=C2)O)O)O,BMRSEYFENKXDIS-OTCYKTEZSA-N,"(1S,3R,4R,5R)-1,3,4-trihydroxy-5-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxycyclohexane-1-carboxylic acid",-0.1,145,,,,,,,,,
CMPD_01716EA3349B,youssoufenes A2,youssoufenes a2,131752178,C19H14O8,370.3,COC(=O)C12C(C3=C(O1)C=CC(=C3)O)C(=O)C(=C2C4=CC(=C(C=C4)O)O)O,MWJUVQKVZFIANK-UHFFFAOYSA-N,"methyl 3-(3,4-dihydroxyphenyl)-2,7-dihydroxy-1-oxo-8bH-cyclopenta[b][1]benzofuran-3a-carboxylate",1.4,134,,,,,,,,,
CMPD_017551258679,eicosenoic acid,eicosenoic acid,,,,,,,,,,,,,,,,,
CMPD_0177B1320254,atanisatin,atanisatin,11016480,C25H36O6SSi,492.7,CC(C)(C)[Si](C1=CC=CC=C1)(C2=CC=CC=C2)OC[C@@H]3[C@H]([C@@H]3COS(=O)(=O)C)COCOC,YOZXMSCPIUYCDX-KMDXXIMOSA-N,"[(1S,2R,3R)-2-[[tert-butyl(diphenyl)silyl]oxymethyl]-3-(methoxymethoxymethyl)cyclopropyl]methyl methanesulfonate",,79.4,,,,,,,,,
CMPD_017C9AFE3147,8-C-disaccharide genistein,8 c disaccharide genistein,,,,,,,,,,,,,,,,,
CMPD_018477AC0180,Sorgoleone,sorgoleone,6475682,C22H30O4,358.5,COC1=CC(=O)C(=C(C1=O)CCCCCCC/C=C\C/C=C\CC=C)O,FGWRUVXUQWGLOX-AFJQJTPPSA-N,"2-hydroxy-5-methoxy-3-[(8Z,11Z)-pentadeca-8,11,14-trienyl]cyclohexa-2,5-diene-1,4-dione",6,63.6,,,,,,,,,
CMPD_01929B2BDC55,alpha-Campholenol,alpha campholenol,104996,C10H17N7O7S,379.35,C1CN2C(=N[C@H]([C@H]3[C@]2(C1(O)O)N=C(N3)N)COC(=O)NS(=O)(=O)O)N,JKKCSFJSULZNDN-HGRQIUPRSA-N,"[(3aS,4R,10aS)-2,6-diamino-10,10-dihydroxy-3a,4,8,9-tetrahydro-3H-pyrrolo[1,2-c]purin-4-yl]methoxycarbonylsulfamic acid",-5.1,234,DTXSID60214520,DTXCID90137011,"-4,08","-5,97",0.0,,,,
CMPD_01A2916AA59C,Hydroferulic acid,hydroferulic acid,14340,C10H12O4,196.2,COC1=C(C=CC(=C1)CCC(=O)O)O,BOLQJTPHPSDZHR-UHFFFAOYSA-N,3-(4-hydroxy-3-methoxyphenyl)propanoic acid,0.7,66.8,DTXSID90150427,DTXCID2072918,"0,86","-0,97",1.0,,,,CHEMBL387842
CMPD_01AC405D2702,Alpha-boswellic acid,alpha boswellic acid,637234,C30H48O3,456.7,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@H]([C@]5(C)C(=O)O)O)C)C)[C@@H]1CC(CC2)(C)C)C,BZXULBWGROURAF-IKNLXHIFSA-N,"(3R,4R,4aR,6aR,6bS,8aR,12aR,14aR,14bR)-3-hydroxy-4,6a,6b,8a,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicene-4-carboxylic acid",8.4,57.5,,,,,,,,,CHEMBL395428
CMPD_01B71313B5C8,phytol acetate,phytol acetate,6428538,C22H42O2,338.6,CC(C)CCCC(C)CCCC(C)CCC/C(=C/COC(=O)C)/C,JIGCTXHIECXYRJ-LTGZKZEYSA-N,"[(E)-3,7,11,15-tetramethylhexadec-2-enyl] acetate",8.8,26.3,,,,,,,,,
CMPD_01B71313B5C8,phytol acetate,phytol acetate,5363404,C20H38O2,310.5,CCCCCCCCCCCCCC/C=C\CCOC(=O)C,KPESFCKQDRGZJA-MSUUIHNZSA-N,[(Z)-octadec-3-enyl] acetate,8.4,26.3,,,,,,,,,
CMPD_01C55654AE2B,α-pinene,α pinene,,,,,,,,,,,,,,,,,
CMPD_01D0D3714EF6,Quercetin 3-O-p-coumaryl(1?6)-?-glucosyl(1?6)-?-glucoside-7-O-? rhamnoside,quercetin 3 o p coumaryl 1?6 ? glucosyl 1?6 ? glucoside 7 o ? rhamnoside,,,,,,,,,,,,,,,,,
CMPD_01EC40215EDD,2-hydroxybenzoic acid,2 hydroxybenzoic acid,338,C7H6O3,138.12,C1=CC=C(C(=C1)C(=O)O)O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,2-hydroxybenzoic acid,2.3,57.5,DTXSID7026368,DTXCID206368,"0,29","-1,61",1.0,,,,
CMPD_01F0A2761184,2-cyclohexen-1-one,2 cyclohexen 1 one,13594,C6H8O,96.13,C1CC=CC(=O)C1,FWFSEYBSWVRWGL-UHFFFAOYSA-N,cyclohex-2-en-1-one,0.6,17.1,DTXSID1024881,DTXCID804881,"0,61","0,61",1.0,,,,CHEMBL1439332
CMPD_01F1333C3D93,Hypericin,hypericin,,,,,,,,,,,,,,,,,CHEMBL286494
CMPD_01F7F26FB330,"3',5-diallyl-[1,1'-biphenyl]-2,4'-diol","3',5 diallyl [1,1' biphenyl] 2,4' diol",72303,C18H18O2,266.3,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C,FVYXIJYOAGAUQK-UHFFFAOYSA-N,2-(4-hydroxy-3-prop-2-enylphenyl)-4-prop-2-enylphenol,5,40.5,DTXSID30188845,DTXCID90111336,"4,27","4,27",0.0,,,,CHEMBL16901
CMPD_0219C0892F1D,secologanin dimethyl acetal,secologanin dimethyl acetal,157140,C19H30O11,434.4,COC(C[C@H]1[C@H]([C@@H](OC=C1C(=O)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C=C)OC,HUVIXLWRQSMCLN-PXRCHJMLSA-N,"methyl (2S,3R,4S)-4-(2,2-dimethoxyethyl)-3-ethenyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydro-2H-pyran-5-carboxylate",-0.8,153,DTXSID60228642,DTXCID10151133,"0,22","0,22",0.0,,,,
CMPD_0229D8067F8D,saikogenin D,saikogenin d,,,,,,,,,,,,,,,,,
CMPD_022D89F85584,2-hydroxy-3-butenyl isothiocyanate,2 hydroxy 3 butenyl isothiocyanate,14235244,C5H7NOS,129.18,C=CC(CN=C=S)O,PTOIGEILFJSALG-UHFFFAOYSA-N,1-isothiocyanatobut-3-en-2-ol,1.6,64.7,,,,,,,,,
CMPD_023D0A6C9D8F,?-Thujone,? thujone,,,,,,,,,,,,,,,,,
CMPD_02440644F835,Jaeschkeanadiol angelate,jaeschkeanadiol angelate,12921590,C6H13N2O5P,224.15,CCOP1(=O)C(OC(=N1)NOC)OC,RLYKVELQTGLGNF-UHFFFAOYSA-N,"4-ethoxy-N,5-dimethoxy-4-oxo-5H-1,3,4lambda5-oxazaphosphol-2-amine",-0.3,78.4,,,,,,,,,
CMPD_02440644F835,Jaeschkeanadiol angelate,jaeschkeanadiol angelate,101287955,C14H36N4Si2,316.63,CCCC[Si]1(N([Si](N1N(C)C)(C)C)N(C)C)C(C)(C)C,OISBZDXTMXJWRE-UHFFFAOYSA-N,"2-butyl-2-tert-butyl-1-N,1-N,3-N,3-N,4,4-hexamethyl-1,3,2,4-diazadisiletidine-1,3-diamine",,13,,,,,,,,,
CMPD_02528CD95E04,luteolin-7-glucoside,luteolin 7 glucoside,,,,,,,,,,,,,,,,,
CMPD_026B684CFDAB,"4,4-dihydroxybenzophenone",4 4 dihydroxybenzophenone,69150,C13H10O3,214.22,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)O)O,RXNYJUSEXLAVNQ-UHFFFAOYSA-N,bis(4-hydroxyphenyl)methanone,2.7,57.5,DTXSID1022425,DTXCID602425,"2,89","2,67",0.0,C03575 | C14220,"2-Iodophenol methyl ether | 4,4'-Dihydroxybenzophenone",map00363  Bisphenol degradation | R03746,CHEMBL194859
CMPD_026B684CFDAB,"4,4-dihydroxybenzophenone",4 4 dihydroxybenzophenone,68257,C7H7IO,234.03,COC1=CC=CC=C1I,DVQWNQBEUKXONL-UHFFFAOYSA-N,1-iodo-2-methoxybenzene,2.8,9.2,DTXSID1060184,DTXCID9041318,"3,12","3,12",0.0,C03575 | C14220,"2-Iodophenol methyl ether | 4,4'-Dihydroxybenzophenone",map00363  Bisphenol degradation | R03746,CHEMBL194859
CMPD_026B684CFDAB,"4,4-dihydroxybenzophenone",4 4 dihydroxybenzophenone,69150,C13H10O3,214.22,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)O)O,RXNYJUSEXLAVNQ-UHFFFAOYSA-N,bis(4-hydroxyphenyl)methanone,2.7,57.5,DTXSID1060184,DTXCID9041318,"3,12","3,12",0.0,C03575 | C14220,"2-Iodophenol methyl ether | 4,4'-Dihydroxybenzophenone",map00363  Bisphenol degradation | R03746,CHEMBL194859
CMPD_026B684CFDAB,"4,4-dihydroxybenzophenone",4 4 dihydroxybenzophenone,68257,C7H7IO,234.03,COC1=CC=CC=C1I,DVQWNQBEUKXONL-UHFFFAOYSA-N,1-iodo-2-methoxybenzene,2.8,9.2,DTXSID1022425,DTXCID602425,"2,89","2,67",0.0,C03575 | C14220,"2-Iodophenol methyl ether | 4,4'-Dihydroxybenzophenone",map00363  Bisphenol degradation | R03746,CHEMBL194859
CMPD_026B87F014A2,glyceric acid,glyceric acid,,,,,,,,,,,,,,,,,
CMPD_0276D82D6D4F,Linoleic acid,linoleic acid,,,,,,,,,,,,,,,,,
CMPD_027D4F2DEFD1,(+)-isolariciresinol,(+) isolariciresinol,160521,C20H24O6,360.4,COC1=C(C=C2[C@@H]([C@H]([C@@H](CC2=C1)CO)CO)C3=CC(=C(C=C3)O)OC)O,OGFXBIXJCWAUCH-KPHUOKFYSA-N,"(6R,7R,8S)-8-(4-hydroxy-3-methoxyphenyl)-6,7-bis(hydroxymethyl)-3-methoxy-5,6,7,8-tetrahydronaphthalen-2-ol",2,99.4,DTXSID20203273,DTXCID20125764,"1,71","1,71",0.0,,,,CHEMBL2366173 | CHEMBL289 | CHEMBL340 | CHEMBL382 | CHEMBL383 | CHEMBL399512 | CHEMBL612570 | CHEMBL614806
CMPD_0280481B76CB,borneol,borneol,23727,C13H19Cl2N3O,304.21,CN(C)CCN1CCN(C1=O)C2=CC(=CC=C2)Cl.Cl,,,,,DTXSID70204477,DTXCID70126968,"-0,19","-0,08",0.0,,,,CHEMBL1097205
CMPD_0280481B76CB,borneol,borneol,64685,C10H18O,154.25,CC1(C2CCC1(C(C2)O)C)C,DTGKSKDOIYIVQL-UHFFFAOYSA-N,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",2.7,20.2,DTXSID70204477,DTXCID70126968,"-0,19","-0,08",0.0,,,,CHEMBL1097205
