compound_id,file_name,file_path,file_type,match_method,match_score,source
CMPD_A5A145A6DDA6,73102629.sdf,/structures/73102629.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_3A892CE2F7AC,73352321.sdf,/structures/73352321.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_B43DB3300EE1,73404.sdf,/structures/73404.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_3B3796126638,73441.sdf,/structures/73441.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_68425041D6C8,73981563.sdf,/structures/73981563.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_5FADFE12DE56,7461.sdf,/structures/7461.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_8F07336D0049,74709.sdf,/structures/74709.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_6871D57F8B4C,7505.sdf,/structures/7505.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_4F4CCFA46C84,75253873.sdf,/structures/75253873.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_D45DED614341,75438.sdf,/structures/75438.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_C8218ECA699F,76242.sdf,/structures/76242.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_F3D842B35120,76573.sdf,/structures/76573.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_CFEBD4C4ACED,76922.sdf,/structures/76922.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_81F2D8051414,796857.sdf,/structures/796857.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_F73566513FE6,8-Chlorocatechin.sdf,/structures/8-Chlorocatechin.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_68614055EAD6,8-Deoxylactucin.sdf,/structures/8-Deoxylactucin.sdf,sdf,fuzzy_normalized_name,0.966,local_sdf_library
CMPD_320F4D9BB2AD,8-Epiatractylenolide_III.sdf,/structures/8-Epiatractylenolide_III.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_065D07776CAD,8-epiloganic_acid.sdf,/structures/8-epiloganic_acid.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_6EF6B2991480,8-epiloganin.sdf,/structures/8-epiloganin.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_E1655297417C,8-Formyl-7-hydroxy-5-isopropyl-2-methoxy-3-methyl-1_4-naphthoquinone.sdf,/structures/8-Formyl-7-hydroxy-5-isopropyl-2-methoxy-3-methyl-1_4-naphthoquinone.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_6B5FB7624F0C,8-geranyloxypsoralen.sdf,/structures/8-geranyloxypsoralen.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_09FF51B0BBAC,8-heptadecene.sdf,/structures/8-heptadecene.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_4A7BCDF221F5,8-hydroxy-5-methoxypsoralen.sdf,/structures/8-hydroxy-5-methoxypsoralen.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_36CE5123A20C,8-hydroxylinalool.sdf,/structures/8-hydroxylinalool.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_28CD6E1CF085,8-methoxyeriodictyol.sdf,/structures/8-methoxyeriodictyol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_A10791F5EC52,8-Methoxykaempferol_3-O-glucoside.sdf,/structures/8-Methoxykaempferol_3-O-glucoside.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_BF0FC60E2EBF,8-Methoxypsoralen.sdf,/structures/8-Methoxypsoralen.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_0D06456BE3E4,8-methyldecanal.sdf,/structures/8-methyldecanal.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_2A0B1CE76C9D,81585.sdf,/structures/81585.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_3C51386F937C,85788.sdf,/structures/85788.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_158F4A17E760,87252445.sdf,/structures/87252445.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_48300207C520,89385.sdf,/structures/89385.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_97A1C8060A48,89640.sdf,/structures/89640.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_C2E884C7F9CC,8_9-epoxyparthenolide.sdf,/structures/8_9-epoxyparthenolide.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_23354F9B8AC6,9-_2_3-dihydroxypropoxy_-9-oxononanoic_acid.sdf,/structures/9-_2_3-dihydroxypropoxy_-9-oxononanoic_acid.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_2572FB4C78BB,9-Eicosene.sdf,/structures/9-Eicosene.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_CA9E2B8A166C,9-hexadecenoic_acid.sdf,/structures/9-hexadecenoic_acid.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_9252C910A17D,9-hydroxydecanoic_acid.sdf,/structures/9-hydroxydecanoic_acid.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_62A9D84009AB,9-hydroxylinalyl_glucoside.sdf,/structures/9-hydroxylinalyl_glucoside.sdf,sdf,fuzzy_normalized_name,0.98,local_sdf_library
CMPD_332F6C1659B6,9-octadecen-1-ol.sdf,/structures/9-octadecen-1-ol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_DD619F2DDA63,9-octadecen-12-ynoic_acid.sdf,/structures/9-octadecen-12-ynoic_acid.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_AB71032B4641,9-Octadecenedioic_acid.sdf,/structures/9-Octadecenedioic_acid.sdf,sdf,fuzzy_normalized_name,0.95,local_sdf_library
CMPD_922CA476D854,9-oxabicyclononane.sdf,/structures/9-oxabicyclononane.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_E6EF77687341,9-oxodecanoic_acid.sdf,/structures/9-oxodecanoic_acid.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_CEA92657F22A,90116889.sdf,/structures/90116889.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_2C04C1F0F86E,90470732.sdf,/structures/90470732.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_409A7E3661DE,9064.sdf,/structures/9064.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_2714B834C1A8,91459.sdf,/structures/91459.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_2714B834C1A8,91520.sdf,/structures/91520.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_AE97DFEF8EED,91666318.sdf,/structures/91666318.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_CC0D56AC6BAD,91746712.sdf,/structures/91746712.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_02D2A423E8B9,92105.sdf,/structures/92105.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_9995A64E3D1C,92131.sdf,/structures/92131.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_0AFAD346A17D,92203.sdf,/structures/92203.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_D4FCCA6017D9,92982622.sdf,/structures/92982622.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_F87708FFB32B,92987.sdf,/structures/92987.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_FA5B1F74572D,93231.sdf,/structures/93231.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_040D246AC420,938.sdf,/structures/938.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_7C40321746ED,9548714.sdf,/structures/9548714.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_5FCA66FAF234,9601115.sdf,/structures/9601115.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_003F6EA7728C,9798666.sdf,/structures/9798666.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_FE10E0187248,9799386.sdf,/structures/9799386.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_D9C3D8889ED5,9825442.sdf,/structures/9825442.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_7A9B4F722009,985.sdf,/structures/985.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_A50D1DC825A4,9872976.sdf,/structures/9872976.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_D9F24887616A,9917980.sdf,/structures/9917980.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_D4FCCA6017D9,99904.sdf,/structures/99904.sdf,sdf,pubchem_cid_filename,1.0,local_sdf_library
CMPD_27C2C6EFDC5E,9_12-octadecadienoic_acid_methyl_ester.sdf,/structures/9_12-octadecadienoic_acid_methyl_ester.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_158F4A17E760,9_12_13-Trihydroxyoctadeca-10-enoic_acid.sdf,/structures/9_12_13-Trihydroxyoctadeca-10-enoic_acid.sdf,sdf,fuzzy_normalized_name,0.925,local_sdf_library
CMPD_64980D181718,9_12_15-Octadecatrien-1-ol.sdf,/structures/9_12_15-Octadecatrien-1-ol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_64980D181718,9_12_15-octadecatrien-1-ol_Z_Z_Z.sdf,/structures/9_12_15-octadecatrien-1-ol_Z_Z_Z.sdf,sdf,fuzzy_normalized_name,0.933,local_sdf_library
CMPD_301377D6F915,9_12_15-octadecatrienoic_acid.sdf,/structures/9_12_15-octadecatrienoic_acid.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_587814A9C711,9_12_15-octadecatrienoic_acid_ethyl_ester.sdf,/structures/9_12_15-octadecatrienoic_acid_ethyl_ester.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_8CF1DFB83473,9_12_15-octadecatrienoic_acid_methyl_ester.sdf,/structures/9_12_15-octadecatrienoic_acid_methyl_ester.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_2FA50A2284D8,9_19-cyclolanost-23E-ene-3_25-diol.sdf,/structures/9_19-cyclolanost-23E-ene-3_25-diol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_200B872FE88D,9_9-dimethoxybicyclo_3.3.1_nona-2_4-dione.sdf,/structures/9_9-dimethoxybicyclo_3.3.1_nona-2_4-dione.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_42B62C069EFB,9alpha-Hydroxyatractylenolide.sdf,/structures/9alpha-Hydroxyatractylenolide.sdf,sdf,fuzzy_normalized_name,0.902,local_sdf_library
CMPD_5FF5BE0DDA43,9Z_12Z-octadecadienoic_acid.sdf,/structures/9Z_12Z-octadecadienoic_acid.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_5622D5AD9DAD,_-_-Drimenin.sdf,/structures/_-_-Drimenin.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_45159847FD2C,_-_-lyoniresinol.sdf,/structures/_-_-lyoniresinol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_7F6A56AADED7,_-_-neoechinulin_A.sdf,/structures/_-_-neoechinulin_A.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_6736584FF35F,_1_2_4_triazolo_1_5-a_pyrimidin-7-ol.sdf,/structures/_1_2_4_triazolo_1_5-a_pyrimidin-7-ol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_B9F2EB28442B,_1_2_5_Thiadiazolo_3_4-d_pyrimidin-7-amine.sdf,/structures/_1_2_5_Thiadiazolo_3_4-d_pyrimidin-7-amine.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_9DE775FC20A6,_1S_2R_-2_8_8-trimethyl-2-vinyl-1_2_3_4_5_6_7_8-octahydrophenanthrene-1_9_10-triol.sdf,/structures/_1S_2R_-2_8_8-trimethyl-2-vinyl-1_2_3_4_5_6_7_8-octahydrophenanthrene-1_9_10-triol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_B995F049DA9B,_2E_4E_-N-Tyramide.sdf,/structures/_2E_4E_-N-Tyramide.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_17B4475039EE,_2E_6E_-farnesol.sdf,/structures/_2E_6E_-farnesol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_515A58D2C564,_2E_6E_-Farnesyl_acetate.sdf,/structures/_2E_6E_-Farnesyl_acetate.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_474DF4F20EEC,_2S_-5_3__4_-trihydroxy-7-methoxyflavanone.sdf,/structures/_2S_-5_3__4_-trihydroxy-7-methoxyflavanone.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_753465EBF238,_2Z_6E_-farnesol.sdf,/structures/_2Z_6E_-farnesol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_AB51A3031EC6,_3E_13E_-octadeca-3_13-dien-1-ol.sdf,/structures/_3E_13E_-octadeca-3_13-dien-1-ol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_64987E9BA438,_3E_5Z_-octa-3_5-dien-2-one.sdf,/structures/_3E_5Z_-octa-3_5-dien-2-one.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_6632CCAE0F95,_3Z_-hex-3-en-1-ol.sdf,/structures/_3Z_-hex-3-en-1-ol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_5F099C45C895,_4aS_7S_7aS_-4_7-dimethyl-5_6_7_7a-tetrahydrocyclopenta_c_pyran-1-one.sdf,/structures/_4aS_7S_7aS_-4_7-dimethyl-5_6_7_7a-tetrahydrocyclopenta_c_pyran-1-one.sdf,sdf,fuzzy_normalized_name,0.954,local_sdf_library
CMPD_F1A102F106FA,_6E_-Farnesyl_acetone.sdf,/structures/_6E_-Farnesyl_acetone.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_A3D96D715921,_6S_9R_-roseoside.sdf,/structures/_6S_9R_-roseoside.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_ECEF2D75C938,_6Z_-Farnesal.sdf,/structures/_6Z_-Farnesal.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_51F70286217B,_9Z_-Farnesyl_acetone.sdf,/structures/_9Z_-Farnesyl_acetone.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_372775AD45BF,___-Aromadendrin.sdf,/structures/___-Aromadendrin.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_409A7E3661DE,___-catechin.sdf,/structures/___-catechin.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_027D4F2DEFD1,___-isolariciresinol.sdf,/structures/___-isolariciresinol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_0CE312340904,___-Sesamin.sdf,/structures/___-Sesamin.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_CC84D1A1FE7C,___-Syringaresinol-4_-O-beta-D-glucoside.sdf,/structures/___-Syringaresinol-4_-O-beta-D-glucoside.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_7729BCC80DE3,___-Taxifolin.sdf,/structures/___-Taxifolin.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_CEA04EF1D070,_E_-2-Decen-1-ol.sdf,/structures/_E_-2-Decen-1-ol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_3F45347CC6BB,_E_-2-Heptenoic_acid.sdf,/structures/_E_-2-Heptenoic_acid.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_F1C9FAB68072,_E_-2-hexenyl_acetate.sdf,/structures/_E_-2-hexenyl_acetate.sdf,sdf,fuzzy_normalized_name,0.938,local_sdf_library
CMPD_DC61805681C8,_E_-4-Hydroxycinnamic_acid.sdf,/structures/_E_-4-Hydroxycinnamic_acid.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_8C7C0F8C35C9,_E_-ajoene.sdf,/structures/_E_-ajoene.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_3A31D0AA35FB,_E_-alpha-Bergamotene.sdf,/structures/_E_-alpha-Bergamotene.sdf,sdf,fuzzy_normalized_name,0.97,local_sdf_library
CMPD_4E2496CFF9F5,_E_-alpha-Bergamotol.sdf,/structures/_E_-alpha-Bergamotol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_0D085F023C36,_E_-anethol.sdf,/structures/_E_-anethol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_DEC645972947,_E_-beta-Bergamotene.sdf,/structures/_E_-beta-Bergamotene.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_05F7F2B1BF01,_E_-beta-farnesene.sdf,/structures/_E_-beta-farnesene.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_4786077AA1D5,_E_-beta-ocimene.sdf,/structures/_E_-beta-ocimene.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_326FD40FA813,_E_-caryophyllene.sdf,/structures/_E_-caryophyllene.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_24EF4B2143A4,_E_-gamma-Bisabolene.sdf,/structures/_E_-gamma-Bisabolene.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_92EA482C29B8,_E_-geranyl_geraniol.sdf,/structures/_E_-geranyl_geraniol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_0B88A287FF2F,_E_-nerolidol.sdf,/structures/_E_-nerolidol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_6510359CC631,_E_-Phytol.sdf,/structures/_E_-Phytol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_C9914BCD5DBE,_E_-tagetenone.sdf,/structures/_E_-tagetenone.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_05F7F2B1BF01,_E_-β_farnesene.sdf,/structures/_E_-β_farnesene.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_6A678BDC8270,_E_E_-farnesol.sdf,/structures/_E_E_-farnesol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_5199266BD7C4,_R_-Limonene.sdf,/structures/_R_-Limonene.sdf,sdf,fuzzy_normalized_name,0.941,local_sdf_library
CMPD_B39E988156A7,_S_-Menthiafolic_acid.sdf,/structures/_S_-Menthiafolic_acid.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_2FA09F58AA59,_S_-Sakuranetin.sdf,/structures/_S_-Sakuranetin.sdf,sdf,fuzzy_normalized_name,0.957,local_sdf_library
CMPD_1BCFD1541A86,_Z_-3-hexenol.sdf,/structures/_Z_-3-hexenol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_5398233C53CC,_Z_-3-hexenyl_formate.sdf,/structures/_Z_-3-hexenyl_formate.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_2DC0722F7F29,_Z_-6-pentadecen-2-one.sdf,/structures/_Z_-6-pentadecen-2-one.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_1C2239EF71DE,_Z_-ajoene.sdf,/structures/_Z_-ajoene.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_435B2ED158D2,_Z_-alpha-trans-Bergamotol.sdf,/structures/_Z_-alpha-trans-Bergamotol.sdf,sdf,fuzzy_normalized_name,0.976,local_sdf_library
CMPD_7F4EDD425551,_Z_-beta-Farnesene.sdf,/structures/_Z_-beta-Farnesene.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_3FCE840581C4,_Z_-Caryophyllene.sdf,/structures/_Z_-Caryophyllene.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_8252EE60F4E0,_Z_-Chrysanthenyl_acetate.sdf,/structures/_Z_-Chrysanthenyl_acetate.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_900796DC2A34,_Z_-Falcarinol.sdf,/structures/_Z_-Falcarinol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_1BCFD1541A86,_Z_-hex-3-en-1-ol.sdf,/structures/_Z_-hex-3-en-1-ol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_A83ECB9A2E3A,_Z_-Phytol.sdf,/structures/_Z_-Phytol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_5DA8936CB451,_Z_-Propanethial_S-oxide.sdf,/structures/_Z_-Propanethial_S-oxide.sdf,sdf,fuzzy_normalized_name,0.973,local_sdf_library
CMPD_FA7DAFCCF83E,_Z_-tagetenone.sdf,/structures/_Z_-tagetenone.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_461AA3B9E3DE,_Z_-Tagetone.sdf,/structures/_Z_-Tagetone.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_47DA86549F71,_Z_-trans-alpha-Bergamotol.sdf,/structures/_Z_-trans-alpha-Bergamotol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_AAE58A1799AC,_Z_Z_-alpha-Farnesene.sdf,/structures/_Z_Z_-alpha-Farnesene.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_24E4CECC2935,_Z_Z_-Farnesol.sdf,/structures/_Z_Z_-Farnesol.sdf,sdf,fuzzy_normalized_name,0.9,local_sdf_library
CMPD_0D642355D549,_Z_Z_Z_-9_12_15-octadecatrienoic_acid.sdf,/structures/_Z_Z_Z_-9_12_15-octadecatrienoic_acid.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_16F275A42432,a-amyrin.sdf,/structures/a-amyrin.sdf,sdf,fuzzy_normalized_name,0.923,local_sdf_library
CMPD_566F99D26BB6,a-pinene.sdf,/structures/a-pinene.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_5F21CD9B2DD0,a-selinene.sdf,/structures/a-selinene.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_4F2297C6A00E,a-spinasterol.sdf,/structures/a-spinasterol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_E06A51913FA6,Abietadiene.sdf,/structures/Abietadiene.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_06E3DA9A727B,abietatriene.sdf,/structures/abietatriene.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_54D911BA0EF2,Abietin.sdf,/structures/Abietin.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_3EA9EDAA7C01,abietol.sdf,/structures/abietol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_14A65DF12BD0,Abyssinoflavanone_VII.sdf,/structures/Abyssinoflavanone_VII.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_79CA4B57EA10,acacetin-7-O-glucoside.sdf,/structures/acacetin-7-O-glucoside.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_74F3D10D1F07,Acacetin-7-O-rutinoside.sdf,/structures/Acacetin-7-O-rutinoside.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_0E3EB14F06F4,Acacetin.sdf,/structures/Acacetin.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_04872934D466,Acetic_acid.sdf,/structures/Acetic_acid.sdf,sdf,fuzzy_normalized_name,0.9,local_sdf_library
CMPD_0F4A2EF636D0,acetic_acid_decyl_ester.sdf,/structures/acetic_acid_decyl_ester.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_CA3B4A87BF17,Acetone.sdf,/structures/Acetone.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_711480778320,Acetophenone.sdf,/structures/Acetophenone.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_1AA1473A0FA1,Acetoxyferutinin.sdf,/structures/Acetoxyferutinin.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_C0B6EAAC8B94,acetoxypinoresinol.sdf,/structures/acetoxypinoresinol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_2417EB11DECF,Acetyl-11-keto-beta-boswellic_acid.sdf,/structures/Acetyl-11-keto-beta-boswellic_acid.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_14C5CA668CFE,Acetyl-beta-boswellic_acid.sdf,/structures/Acetyl-beta-boswellic_acid.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_14C5CA668CFE,Acetyl_β-boswellic_acid.sdf,/structures/Acetyl_β-boswellic_acid.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_6F91F5A03912,Acetylsalicylic_acid.sdf,/structures/Acetylsalicylic_acid.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_2240E4D1EC35,Aconitic_acid.sdf,/structures/Aconitic_acid.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_DEEF5E8CDF6F,acridin-9-amine.sdf,/structures/acridin-9-amine.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_C74ABB67268C,Acroptilin.sdf,/structures/Acroptilin.sdf,sdf,fuzzy_normalized_name,0.952,local_sdf_library
CMPD_646E9D24A46B,Acteoside.sdf,/structures/Acteoside.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_2773B08D97A1,Aculebiphenyl_A.sdf,/structures/Aculebiphenyl_A.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_53FA398EC2CC,Aculebiphenyl_B.sdf,/structures/Aculebiphenyl_B.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_EFC6AE6D33AF,Acutissimin_A.sdf,/structures/Acutissimin_A.sdf,sdf,fuzzy_normalized_name,0.957,local_sdf_library
CMPD_504C7768541A,Adenosine.sdf,/structures/Adenosine.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_D98F6DE6BA3D,adigoside.sdf,/structures/adigoside.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_23889C793D16,adlumidiceine.sdf,/structures/adlumidiceine.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_7287E6FEBA23,adlumine.sdf,/structures/adlumine.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_FC1BC504E0AF,Adynerin.sdf,/structures/Adynerin.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_07CB36D87691,Aesculetin.sdf,/structures/Aesculetin.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_F01E35B4FE0B,aesculin.sdf,/structures/aesculin.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_7B80D285B345,Afrocyclamin_B.sdf,/structures/Afrocyclamin_B.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_B09E4FBFDCF3,Afrormosin.sdf,/structures/Afrormosin.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_2B2978161CD1,Afzelin.sdf,/structures/Afzelin.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
CMPD_B3792AF9401E,agarospirol.sdf,/structures/agarospirol.sdf,sdf,exact_normalized_name,1.0,local_sdf_library
